ad_id,campaign_name,ad_date,location,device,keyword,impressions,clicks,leads,conversions,conversion_rate,cost_amount,sale_amount
A3074,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,learn data analytics,4968.0,105.0,14.0,5.0,0.048,188.38,1135.0
A3075,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,data analitics online,5872.0,173.0,24.0,5.0,0.029,190.3,1953.0
A3076,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,analytics for data,3058.0,186.0,27.0,7.0,0.038,230.71,1332.8
A3077,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,learn data analytics,3109.0,143.0,22.0,5.0,0.035,246.92,1589.0
A3078,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,data analitics online,5415.0,124.0,21.0,4.0,0.032,217.55,1258.0
A3079,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,learn data analytics,5633.0,154.0,29.0,7.0,0.045,245.95,1604.0
A3080,data analytics course,2024-11-26 00:00:00,hyderabad,desktop,data anaytics training,5402.0,85.0,18.0,7.0,0.082,191.95,1002.0
A3081,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,learn data analytics,4059.0,167.0,17.0,4.0,0.024,209.18,1742.0
A3082,data analytics course,2024-11-28 00:00:00,hyderabad,tablet,analytics for data,3172.0,139.0,20.0,10.0,0.072,227.83,1130.0
A3083,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,online data analytic,5716.0,193.0,19.0,9.0,0.047,224.53,1167.0
A3084,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,learn data analytics,4816.0,127.0,23.0,3.0,0.024,245.25,1985.0
A3085,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,analytics for data,3742.0,80.0,17.0,10.0,0.125,247.16,1686.0
A3086,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,online data analytic,4469.0,174.0,14.0,8.0,0.046,215.98,1619.0
A3087,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,data anaytics training,3454.0,127.0,19.0,10.0,0.079,209.19,1937.0
A3088,data analytics course,2024-11-04 00:00:00,hyderabad,tablet,learn data analytics,3702.0,151.0,22.0,9.0,0.06,245.02,1983.0
A3089,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,online data analytic,4258.0,113.0,16.0,10.0,0.088,232.25,1374.0
A3090,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,analytics for data,4047.0,159.0,24.0,3.0,0.019,205.62,1177.0
A3091,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,analytics for data,3319.0,197.0,26.0,10.0,0.051,215.83,1342.0
A3092,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data analitics online,5661.0,106.0,17.0,3.0,0.028,181.96,1250.0
A3093,data analytics course,2024-11-12 00:00:00,hyderabad,desktop,analytics for data,4914.0,143.0,12.0,7.0,0.049,222.69,1280.0
A3094,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,analytics for data,5382.0,111.0,29.0,5.0,0.045,219.59,1464.0
A3095,data analytics course,2024-11-09 00:00:00,hyderabad,mobile,data analitics online,5898.0,98.0,20.0,6.0,0.061,186.46,1456.6
A3096,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,analytics for data,3967.0,98.0,12.0,5.0,0.051,214.51,1180.0
A3097,data analytics course,2024-11-01 00:00:00,hyderabad,tablet,data analitics online,3089.0,109.0,19.0,7.0,0.064,190.0,1779.0
A3098,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,online data analytic,3219.0,168.0,12.0,7.0,0.042,193.16,1395.0
A3099,data analytics course,2024-11-27 00:00:00,hyderabad,mobile,learn data analytics,4039.0,127.0,20.0,8.0,0.063,247.92,1356.2
A3100,data analytics course,2024-11-28 00:00:00,hyderabad,tablet,learn data analytics,4051.0,136.0,25.0,5.0,0.037,194.29,1459.2
A3101,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,analytics for data,5270.0,173.0,11.0,7.0,0.04,233.33,1783.0
A3102,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,online data analytic,3239.0,184.0,25.0,10.0,0.054,221.33,1557.0
A3103,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,learn data analytics,4054.0,174.0,15.0,7.0,0.04,201.25,1514.0
A3104,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,learn data analytics,5448.0,196.0,30.0,8.0,0.041,232.55,1694.0
A3105,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,data anaytics training,3822.0,193.0,20.0,5.0,0.026,238.8,1327.0
A3106,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,learn data analytics,3937.0,97.0,14.0,10.0,0.103,197.37,1160.0
A3107,data analytics course,2024-11-20 00:00:00,hyderabad,desktop,data analitics online,4175.0,128.0,12.0,10.0,0.078,200.11,1599.0
A3108,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,data analitics online,5780.0,143.0,24.0,4.0,0.028,237.51,1440.0
A3109,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,data analytics course,3809.0,153.0,17.0,9.0,0.059,202.28,1031.0
A3110,data analytics course,2024-11-17 00:00:00,hyderabad,tablet,data analytics course,3684.0,83.0,24.0,8.0,0.096,203.47,1805.0
A3111,data analytics course,2024-11-06 00:00:00,hyderabad,tablet,analytics for data,3226.0,189.0,14.0,6.0,0.032,236.68,1364.0
A3112,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,online data analytic,4978.0,165.0,12.0,4.0,0.024,180.25,1123.0
A3113,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data anaytics training,5041.0,172.0,22.0,10.0,0.058,189.31,1645.0
A3114,data analytics course,2024-11-28 00:00:00,hyderabad,tablet,data analytics course,4124.0,183.0,24.0,6.0,0.033,186.66,1183.0
A3115,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,data analitics online,3143.0,196.0,28.0,7.0,0.036,238.22,1234.0
A3116,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,learn data analytics,4505.0,98.0,27.0,5.0,0.051,209.36,1186.0
A3117,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,data anaytics training,3736.0,158.0,11.0,8.0,0.051,226.99,1606.0
A3118,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,analytics for data,5949.0,104.0,28.0,4.0,0.038,216.6,1102.0
A3119,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,online data analytic,4625.0,84.0,13.0,5.0,0.06,226.02,1969.0
A3120,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,data anaytics training,5022.0,128.0,26.0,6.0,0.047,188.96,1108.0
A3121,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,analytics for data,5483.0,99.0,21.0,5.0,0.051,180.04,1687.0
A3122,data analytics course,2024-11-11 00:00:00,hyderabad,mobile,online data analytic,5491.0,107.0,17.0,10.0,0.093,217.98,1480.0
A3123,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,data analytics course,4078.0,86.0,26.0,3.0,0.035,208.92,1698.0
A3124,data analytics course,2024-11-28 00:00:00,hyderabad,desktop,data analitics online,3052.0,160.0,24.0,6.0,0.038,245.45,1769.0
A3125,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data anaytics training,3708.0,88.0,10.0,5.0,0.057,225.76,1667.0
A3126,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,online data analytic,5314.0,141.0,29.0,10.0,0.071,184.34,1271.0
A3127,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,data analitics online,3566.0,193.0,19.0,7.0,0.036,212.73,1311.0
A3128,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,data anaytics training,4839.0,185.0,26.0,6.0,0.032,193.99,1492.0
A3129,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,data analitics online,5145.0,117.0,12.0,8.0,0.068,244.44,1322.6
A3130,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,online data analytic,4371.0,147.0,26.0,9.0,0.061,243.04,1776.0
A3131,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,learn data analytics,5697.0,197.0,13.0,3.0,0.015,243.72,1154.0
A3132,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,analytics for data,3096.0,81.0,22.0,3.0,0.037,228.47,1386.0
A3133,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,learn data analytics,4163.0,198.0,11.0,6.0,0.03,218.64,1904.0
A3134,data analytics course,2024-11-04 00:00:00,hyderabad,tablet,data analytics course,5150.0,155.0,24.0,7.0,0.045,224.6,1146.0
A3135,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,analytics for data,3948.0,181.0,17.0,4.0,0.022,223.51,1075.0
A3136,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,analytics for data,3126.0,108.0,12.0,3.0,0.028,248.94,1942.0
A3137,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,analytics for data,5551.0,114.0,30.0,5.0,0.044,195.44,1255.0
A3138,data analytics course,2024-11-12 00:00:00,hyderabad,mobile,analytics for data,5712.0,146.0,26.0,5.0,0.034,221.73,1201.0
A3139,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,data anaytics training,4175.0,89.0,11.0,3.0,0.034,194.22,1370.0
A3140,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,learn data analytics,4255.0,82.0,30.0,8.0,0.098,227.452,1511.0
A3141,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data anaytics training,5728.0,98.0,14.0,10.0,0.102,230.52,1322.0
A3142,data analytics course,2024-11-06 00:00:00,hyderabad,tablet,data analitics online,3161.0,87.0,24.0,8.0,0.092,244.49,1161.0
A3143,data analytics course,2024-11-01 00:00:00,hyderabad,tablet,online data analytic,4773.0,146.0,30.0,6.0,0.041,248.27,1304.0
A3144,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,analytics for data,3385.0,143.0,25.0,10.0,0.07,208.31,1972.0
A3145,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,learn data analytics,5600.0,122.0,12.0,3.0,0.025,223.06,1061.0
A3146,data analytics course,2024-11-03 00:00:00,hyderabad,mobile,data analitics online,4218.0,153.0,16.0,7.0,0.046,228.36,1178.0
A3147,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,analytics for data,3358.0,108.0,28.0,4.0,0.037,184.1,1888.0
A3148,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,analytics for data,3021.0,147.0,20.0,4.0,0.027,200.17,1718.0
A3149,data analytics course,2024-11-17 00:00:00,hyderabad,tablet,data analitics online,4477.0,121.0,28.0,10.0,0.083,224.77,1604.0
A3150,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data anaytics training,4073.0,112.0,30.0,4.0,0.036,180.24,1628.0
A3151,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,data analitics online,5172.0,127.0,10.0,4.0,0.031,204.19,1183.0
A3152,data analytics course,2024-11-30 00:00:00,hyderabad,desktop,data analytics course,5896.0,192.0,30.0,9.0,0.047,201.18,1589.0
A3153,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,analytics for data,3427.0,174.0,20.0,7.0,0.04,223.77,1293.0
A3154,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,learn data analytics,4176.0,166.0,16.0,9.0,0.054,243.1,1147.0
A3155,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,data analitics online,5835.0,98.0,19.0,6.0,0.061,232.82,1989.0
A3156,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,learn data analytics,5438.0,191.0,19.0,5.0,0.026,244.1,1203.0
A3157,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,data analytics course,4936.0,89.0,16.0,4.0,0.045,199.91,1543.0
A3158,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,online data analytic,3526.0,180.0,15.0,7.0,0.039,222.398,1336.0
A3159,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,learn data analytics,5509.0,91.0,29.0,5.0,0.055,186.22,1928.0
A3160,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,data analitics online,5748.0,114.0,16.0,8.0,0.07,184.76,1490.0
A3161,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data analytics course,5155.0,80.0,28.0,5.0,0.062,217.3,1316.0
A3162,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,analytics for data,4537.0,127.0,17.0,7.0,0.055,247.11,1451.0
A3163,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,data analytics course,5468.0,84.0,13.0,4.0,0.048,227.36,1228.0
A3164,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,data anaytics training,4390.0,182.0,11.0,7.0,0.038,239.33,1799.0
A3165,data analytics course,2024-11-05 00:00:00,hyderabad,mobile,data analytics course,5883.0,105.0,20.0,4.0,0.038,180.07,1586.0
A3166,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,data anaytics training,3120.0,162.0,30.0,6.0,0.037,245.58,1952.0
A3167,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,analytics for data,4377.0,118.0,21.0,4.0,0.034,219.81,1290.0
A3168,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,data anaytics training,5719.0,131.0,12.0,7.0,0.053,183.69,1555.0
A3169,data analytics course,2024-11-30 00:00:00,hyderabad,desktop,analytics for data,4250.0,116.0,12.0,3.0,0.026,186.34,1043.0
A3170,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,data analytics course,5648.0,80.0,10.0,6.0,0.075,239.26,1005.0
A3171,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data analytics course,3394.0,81.0,12.0,6.0,0.074,187.24,1227.0
A3172,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,5117.0,189.0,20.0,8.0,0.042,197.9,1710.0
A3173,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,data analytics course,3861.0,128.0,30.0,10.0,0.078,232.11,1636.0
A3174,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,data analitics online,3303.0,182.0,17.0,4.0,0.022,238.4,1695.0
A3175,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,data analytics course,4192.0,124.0,12.0,6.0,0.048,184.42,1490.2
A3176,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,online data analytic,3720.0,137.0,24.0,5.0,0.036,237.22,1811.0
A3177,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,data analitics online,5789.0,106.0,19.0,3.0,0.028,183.62,1838.0
A3178,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,data analytics course,5113.0,102.0,27.0,6.0,0.059,206.65,1466.0
A3179,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,learn data analytics,3234.0,155.0,12.0,4.0,0.026,204.47,1401.0
A3180,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,analytics for data,3088.0,85.0,24.0,4.0,0.047,234.24,1210.0
A3181,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,data analitics online,5114.0,126.0,30.0,5.0,0.04,233.27,1197.0
A3182,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,online data analytic,5070.0,96.0,27.0,10.0,0.104,210.63,1653.0
A3183,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,learn data analytics,4445.0,128.0,14.0,4.0,0.031,200.52,1861.0
A3184,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,online data analytic,3656.0,151.0,26.0,7.0,0.046,199.96,1566.0
A3185,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,online data analytic,3583.0,95.0,22.0,9.0,0.095,223.37,1821.0
A3186,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,data analitics online,4790.0,193.0,23.0,5.0,0.026,247.69,1687.0
A3187,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,analytics for data,3235.0,90.0,29.0,10.0,0.111,211.4,1290.0
A3188,data analytics course,2024-11-26 00:00:00,hyderabad,desktop,data analitics online,3832.0,175.0,27.0,5.0,0.029,245.61,1388.0
A3189,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,analytics for data,4261.0,153.0,27.0,7.0,0.046,230.25,1027.0
A3190,data analytics course,2024-11-03 00:00:00,hyderabad,mobile,data anaytics training,4796.0,103.0,26.0,7.0,0.068,180.64,1102.0
A3191,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,analytics for data,5229.0,102.0,30.0,5.0,0.049,208.55,1065.0
A3192,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,data analytics course,3754.0,199.0,26.0,9.0,0.045,220.16,1262.0
A3193,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,data anaytics training,4851.0,96.0,27.0,6.0,0.062,229.12,1271.0
A3194,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,data analytics course,4816.0,107.0,20.0,5.0,0.047,243.41,1498.2
A3195,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,data analitics online,5404.0,170.0,24.0,5.0,0.029,218.24,1818.0
A3196,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,data analytics course,3068.0,145.0,24.0,7.0,0.048,237.7,1494.0
A3197,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,learn data analytics,5877.0,148.0,25.0,8.0,0.054,213.84,1371.0
A3198,data analytics course,2024-11-30 00:00:00,hyderabad,desktop,data analitics online,4188.0,141.0,16.0,9.0,0.064,228.12,1204.0
A3199,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,data analitics online,5676.0,89.0,14.0,6.0,0.067,183.58,1254.0
A3200,data analytics course,2024-11-04 00:00:00,hyderabad,mobile,learn data analytics,4677.0,140.0,20.0,9.0,0.064,223.74,1610.0
A3201,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data analitics online,3793.0,135.0,24.0,9.0,0.067,190.88,1591.0
A3202,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,learn data analytics,3548.0,105.0,30.0,7.0,0.067,216.8,1663.0
A3203,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,analytics for data,5944.0,119.0,24.0,7.0,0.059,225.75,1516.0
A3204,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,data anaytics training,4662.0,128.0,23.0,9.0,0.07,187.28,1710.0
A3205,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,online data analytic,4453.0,120.0,23.0,8.0,0.067,240.34,1452.0
A3206,data analytics course,2024-11-17 00:00:00,hyderabad,mobile,online data analytic,5052.0,163.0,24.0,6.0,0.037,234.73,1848.0
A3207,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,data analitics online,4457.0,94.0,14.0,6.0,0.064,246.18,1492.0
A3208,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,data anaytics training,5528.0,111.0,21.0,5.0,0.045,185.93,1719.0
A3209,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,data analitics online,4474.0,146.0,18.0,10.0,0.068,190.94,1872.0
A3210,data analytics course,2024-11-06 00:00:00,hyderabad,tablet,data analytics course,5129.0,193.0,13.0,10.0,0.052,243.78,1583.0
A3211,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,online data analytic,5210.0,96.0,10.0,8.0,0.083,223.05,1483.0
A3212,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,data anaytics training,3456.0,150.0,16.0,7.0,0.047,242.22,1215.0
A3213,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,learn data analytics,4109.0,130.0,19.0,6.0,0.046,207.1,1521.0
A3214,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,analytics for data,3522.0,99.0,28.0,9.0,0.091,210.01,1932.0
A3215,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,analytics for data,3600.0,143.0,26.0,7.0,0.049,238.14,1891.0
A3216,data analytics course,2024-11-10 00:00:00,hyderabad,desktop,data analitics online,3026.0,116.0,24.0,9.0,0.078,209.03,1819.0
A3217,data analytics course,2024-11-30 00:00:00,hyderabad,mobile,data anaytics training,4670.0,120.0,29.0,5.0,0.042,214.76,1926.0
A3218,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,data anaytics training,4857.0,115.0,29.0,9.0,0.078,195.05,1644.0
A3219,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,learn data analytics,5915.0,175.0,23.0,8.0,0.046,223.39,1595.0
A3220,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,analytics for data,3948.0,100.0,30.0,6.0,0.06,230.56,1234.0
A3221,data analytics course,2024-11-12 00:00:00,hyderabad,mobile,data analitics online,5446.0,114.0,11.0,8.0,0.07,207.62,1355.0
A3222,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data anaytics training,5388.0,109.0,22.0,6.0,0.055,205.68,1339.0
A3223,data analytics course,2024-11-17 00:00:00,hyderabad,mobile,data analytics course,5138.0,154.0,17.0,7.0,0.045,194.15,1295.0
A3224,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,data anaytics training,3534.0,199.0,24.0,5.0,0.025,238.67,1776.0
A3225,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data analytics course,4302.0,98.0,16.0,9.0,0.092,183.4,1765.0
A3226,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,data analitics online,4367.0,196.0,20.0,7.0,0.036,238.44,1931.0
A3227,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,data analytics course,3721.0,81.0,17.0,4.0,0.049,222.89,1690.0
A3228,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data anaytics training,4351.0,150.0,26.0,8.0,0.053,203.7,1765.0
A3229,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,learn data analytics,3122.0,121.0,29.0,6.0,0.05,237.57,1796.0
A3230,data analytics course,2024-11-04 00:00:00,hyderabad,tablet,data anaytics training,3924.0,124.0,24.0,6.0,0.048,188.66,1472.0
A3231,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data analytics course,4126.0,108.0,22.0,3.0,0.028,219.33,1275.0
A3232,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,analytics for data,3499.0,192.0,20.0,10.0,0.052,237.83,1310.0
A3233,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data analitics online,3708.0,178.0,20.0,10.0,0.056,192.77,1292.0
A3234,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,learn data analytics,3302.0,191.0,18.0,9.0,0.047,207.75,1488.6
A3235,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data analytics course,3131.0,147.0,10.0,4.0,0.027,242.53,1231.0
A3236,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,analytics for data,5145.0,88.0,16.0,10.0,0.114,242.9,1963.0
A3237,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data analitics online,5241.0,92.0,23.0,9.0,0.098,223.48,1050.0
A3238,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,data analytics course,4149.0,148.0,30.0,6.0,0.041,223.33,1318.0
A3239,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,online data analytic,3791.0,127.0,11.0,6.0,0.047,231.06,1351.0
A3240,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,data analytics course,4375.0,156.0,26.0,6.0,0.038,249.33,1663.0
A3241,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data anaytics training,3753.0,176.0,11.0,4.0,0.023,201.76,1070.0
A3242,data analytics course,2024-11-09 00:00:00,hyderabad,desktop,data anaytics training,4275.0,145.0,25.0,7.0,0.048,185.05,1574.0
A3243,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,learn data analytics,4332.0,136.0,19.0,6.0,0.044,234.52,1162.0
A3244,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,online data analytic,4001.0,150.0,25.0,6.0,0.04,219.1,1365.0
A3245,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,data analytics course,4436.0,145.0,13.0,10.0,0.069,190.63,1502.0
A3246,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,data analitics online,5661.0,165.0,28.0,6.0,0.036,219.04000000000002,1848.0
A3247,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,data analytics course,5746.0,183.0,14.0,5.0,0.027,248.15,1012.0
A3248,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,online data analytic,3906.0,176.0,29.0,4.0,0.023,214.0,1382.0
A3249,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,analytics for data,5127.0,164.0,20.0,5.0,0.03,194.76,1671.4
A3250,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,data analytics course,4093.0,129.0,15.0,6.0,0.047,230.81,1713.0
A3251,data analytics course,2024-11-04 00:00:00,hyderabad,mobile,data anaytics training,4933.0,95.0,15.0,3.0,0.032,220.04,1366.0
A3252,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,analytics for data,5180.0,83.0,30.0,4.0,0.048,209.62,1972.0
A3253,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,learn data analytics,4988.0,91.0,10.0,10.0,0.11,217.34,1508.0
A3254,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,online data analytic,5510.0,107.0,14.0,8.0,0.075,216.1,1857.0
A3255,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,learn data analytics,3187.0,83.0,25.0,10.0,0.12,206.048,1571.0
A3256,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,learn data analytics,3788.0,166.0,18.0,8.0,0.048,238.56,1657.0
A3257,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,learn data analytics,4575.0,182.0,24.0,10.0,0.055,233.74,1844.0
A3258,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,analytics for data,4382.0,188.0,12.0,9.0,0.048,249.5,1746.0
A3259,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,online data analytic,4605.0,107.0,17.0,7.0,0.065,230.74,1590.0
A3260,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,data analitics online,4857.0,169.0,18.0,7.0,0.041,194.79,1391.0
A3261,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data anaytics training,3150.0,165.0,18.0,3.0,0.018,190.3,1129.0
A3262,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,learn data analytics,4630.0,137.0,10.0,4.0,0.029,201.14,1680.0
A3263,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,data anaytics training,3712.0,135.0,14.0,3.0,0.022,207.14,1788.0
A3264,data analytics course,2024-11-30 00:00:00,hyderabad,mobile,data analitics online,5739.0,130.0,23.0,8.0,0.062,203.07200000000003,1632.2
A3265,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data analitics online,4034.0,193.0,26.0,8.0,0.041,230.95,1055.0
A3266,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,online data analytic,4556.0,122.0,26.0,4.0,0.033,243.84,1164.0
A3267,data analytics course,2024-11-09 00:00:00,hyderabad,mobile,data analytics course,5824.0,167.0,25.0,8.0,0.048,204.18,1452.0
A3268,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data anaytics training,5765.0,145.0,18.0,6.0,0.041,240.62,1056.0
A3269,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,analytics for data,5653.0,80.0,19.0,8.0,0.1,228.06,1795.0
A3270,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,data anaytics training,4379.0,159.0,24.0,8.0,0.05,238.75,1258.0
A3271,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,online data analytic,5612.0,141.0,19.0,5.0,0.035,224.45,1150.0
A3272,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,online data analytic,3102.0,180.0,19.0,3.0,0.017,198.37,1424.0
A3273,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,online data analytic,5812.0,196.0,22.0,9.0,0.046,246.88,1715.0
